id,name,title,description,popular,recommended,primarySource
"manuel-de-falla-1876-psyche-for-mezzo-soprano-flute-harp-and-string-trio-g-67-26","Psyché, for mezzo-soprano, flute, harp, and string trio, G. 67","Psyché, for mezzo-soprano, flute, harp, and string trio, G. 67","Falla - Psyché, for mezzo-soprano, flute, harp, and string trio, G. 67",false,false,openopus
"manuel-de-falla-1876-rima-dios-mio-que-solos-se-quedan-los-muertos-g20-27","Rima: Dios mio, que solos se quedan los muertos!, G.20","Rima: Dios mio, que solos se quedan los muertos!, G.20","Falla - Rima: Dios mio, que solos se quedan los muertos!, G.20, Song",false,false,openopus
"manuel-de-falla-1876-rima-olas-gigantes-g-19-28","Rima: Olas gigantes, G. 19","Rima: Olas gigantes, G. 19","Falla - Rima: Olas gigantes, G. 19, Song",false,false,openopus
"manuel-de-falla-1876-serenata-g22-29","Serenata, G.22","Serenata, G.22","Falla - Serenata, G.22",false,false,openopus
"manuel-de-falla-1876-tus-ojillos-negros-g28-30","Tus ojillos negros, G.28","Tus ojillos negros, G.28","Falla - Tus ojillos negros, G.28, Song",false,false,openopus
"manuel-de-falla-1876-vals-capricho-g15-31","Vals capricho, G.15","Vals capricho, G.15","Falla - Vals capricho, G.15",false,false,openopus
"gabriel-faure-1845-2-songs-op-1-0","2 Songs, op. 1","2 Songs, op. 1","Fauré - 2 Songs, op. 1",false,false,openopus
"gabriel-faure-1845-2-songs-op-2-1","2 Songs, op. 2","2 Songs, op. 2","Fauré - 2 Songs, op. 2",false,false,openopus
"gabriel-faure-1845-2-songs-op-27-2","2 Songs, op. 27","2 Songs, op. 27","Fauré - 2 Songs, op. 27",false,false,openopus
"gabriel-faure-1845-2-songs-op-3-3","2 Songs, op. 3","2 Songs, op. 3","Fauré - 2 Songs, op. 3",false,false,openopus
"gabriel-faure-1845-2-songs-op-4-4","2 Songs, op. 4","2 Songs, op. 4","Fauré - 2 Songs, op. 4",false,false,openopus
"gabriel-faure-1845-2-songs-op-43-5","2 Songs, op. 43","2 Songs, op. 43","Fauré - 2 Songs, op. 43",false,false,openopus
"gabriel-faure-1845-2-songs-op-46--6","2 Songs, op. 46 ","2 Songs, op. 46 ","Fauré - 2 Songs, op. 46 ",false,false,openopus
"gabriel-faure-1845-2-songs-op-76-7","2 Songs, op. 76","2 Songs, op. 76","Fauré - 2 Songs, op. 76",false,false,openopus
"gabriel-faure-1845-2-songs-op-83-8","2 Songs, op. 83","2 Songs, op. 83","Fauré - 2 Songs, op. 83",false,false,openopus
"gabriel-faure-1845-3-nocturnes-op-33-9","3 Nocturnes, op. 33","3 Nocturnes, op. 33","Fauré - 3 Nocturnes, op. 33",false,false,openopus
"gabriel-faure-1845-3-romances-sans-paroles-op-17-10","3 Romances sans paroles, op. 17","3 Romances sans paroles, op. 17","Fauré - 3 Romances sans paroles, op. 17",false,false,openopus
"gabriel-faure-1845-3-songs-op-18-11","3 Songs, op. 18","3 Songs, op. 18","Fauré - 3 Songs, op. 18",false,false,openopus
"gabriel-faure-1845-3-songs-op-23-12","3 Songs, op. 23","3 Songs, op. 23","Fauré - 3 Songs, op. 23",false,false,openopus
"gabriel-faure-1845-3-songs-op-5-13","3 Songs, op. 5","3 Songs, op. 5","Fauré - 3 Songs, op. 5",false,false,openopus
"gabriel-faure-1845-3-songs-op-6-14","3 Songs, op. 6","3 Songs, op. 6","Fauré - 3 Songs, op. 6",false,false,openopus
"gabriel-faure-1845-3-songs-op-7--15","3 Songs, op. 7 ","3 Songs, op. 7 ","Fauré - 3 Songs, op. 7 ",false,false,openopus
"gabriel-faure-1845-3-songs-op-8-16","3 Songs, op. 8","3 Songs, op. 8","Fauré - 3 Songs, op. 8",false,false,openopus
"gabriel-faure-1845-3-songs-op-85-17","3 Songs, op. 85","3 Songs, op. 85","Fauré - 3 Songs, op. 85",false,false,openopus
"gabriel-faure-1845-4-songs-op-39-18","4 Songs, op. 39","4 Songs, op. 39","Fauré - 4 Songs, op. 39",false,false,openopus
"gabriel-faure-1845-4-songs-op-51-19","4 Songs, op. 51","4 Songs, op. 51","Fauré - 4 Songs, op. 51",false,false,openopus
"gabriel-faure-1845-5-melodies-de-venise-op-58-20","5 Melodies 'De Venise', op. 58","5 Melodies 'De Venise', op. 58","Fauré - 5 Melodies 'De Venise', op. 58",false,false,openopus
"gabriel-faure-1845-8-pieces-breves-op-84-21","8 Pièces brèves, op. 84","8 Pièces brèves, op. 84","Fauré - 8 Pièces brèves, op. 84",false,false,openopus
"gabriel-faure-1845-8-pieces-breves-op-84-22","8 Pieces breves, op. 84","8 Pieces breves, op. 84","Fauré - 8 Pieces breves, op. 84",false,false,openopus
"gabriel-faure-1845-9-preludes-op-103-23","9 Preludes, op. 103","9 Preludes, op. 103","Fauré - 9 Preludes, op. 103",false,false,openopus
"gabriel-faure-1845-allegretto-moderato-for-cello-and-piano-24","Allegretto Moderato, for cello and piano","Allegretto Moderato, for cello and piano","Fauré - Allegretto Moderato, for cello and piano",false,false,openopus
"gabriel-faure-1845-andante-for-violin-and-piano-in-b-flat-major-op-75-25","Andante for Violin and Piano in B flat major, op. 75","Andante for Violin and Piano in B flat major, op. 75","Fauré - Andante for Violin and Piano in B flat major, op. 75",false,false,openopus
"gabriel-faure-1845-ave-maria-motet-for-2-sopranos-and-organ-26","Ave Maria, motet for 2 sopranos and organ","Ave Maria, motet for 2 sopranos and organ","Fauré - Ave Maria, motet for 2 sopranos and organ",false,false,openopus
"gabriel-faure-1845-ave-maria-op-67-no-2-27","Ave Maria, op. 67, no. 2","Ave Maria, op. 67, no. 2","Fauré - Ave Maria, op. 67, no. 2",false,false,openopus
"gabriel-faure-1845-ave-verum-corpus-motet-for-soprano-alto-and-organ-op-65-no-1-28","Ave verum corpus, motet for soprano, alto and organ, op. 65, no. 1","Ave verum corpus, motet for soprano, alto and organ, op. 65, no. 1","Fauré - Ave verum corpus, motet for soprano, alto and organ, op. 65, no. 1",false,false,openopus
"gabriel-faure-1845-ballade-for-piano-and-orchestra-op-19-29","Ballade for Piano and Orchestra, op. 19","Ballade for Piano and Orchestra, op. 19","Fauré - Ballade for Piano and Orchestra, op. 19",false,false,openopus
"gabriel-faure-1845-barcarolle-no-1-in-a-minor-op-26-30","Barcarolle no. 1 in A minor, op. 26","Barcarolle no. 1 in A minor, op. 26","Fauré - Barcarolle no. 1 in A minor, op. 26",false,false,openopus
"gabriel-faure-1845-barcarolle-no-10-in-a-minor-op-104-no-2-31","Barcarolle no. 10 in A minor, op. 104, no. 2","Barcarolle no. 10 in A minor, op. 104, no. 2","Fauré - Barcarolle no. 10 in A minor, op. 104, no. 2",false,false,openopus
"gabriel-faure-1845-barcarolle-no-11-in-g-minor-op-105-32","Barcarolle no. 11 in G minor, op. 105","Barcarolle no. 11 in G minor, op. 105","Fauré - Barcarolle no. 11 in G minor, op. 105",false,false,openopus
"gabriel-faure-1845-barcarolle-no-12-in-e-flat-major-op-106bis-33","Barcarolle no. 12 in E flat major, op. 106bis","Barcarolle no. 12 in E flat major, op. 106bis","Fauré - Barcarolle no. 12 in E flat major, op. 106bis",false,false,openopus
"gabriel-faure-1845-barcarolle-no-13-in-c-major-op-116-34","Barcarolle no. 13 in C major, op. 116","Barcarolle no. 13 in C major, op. 116","Fauré - Barcarolle no. 13 in C major, op. 116",false,false,openopus
"gabriel-faure-1845-barcarolle-no-2-in-g-major-op-41-35","Barcarolle no. 2 in G major, op. 41","Barcarolle no. 2 in G major, op. 41","Fauré - Barcarolle no. 2 in G major, op. 41",false,false,openopus
"gabriel-faure-1845-barcarolle-no-3-in-g-flat-major-op-42-36","Barcarolle no. 3 in G flat major, op. 42","Barcarolle no. 3 in G flat major, op. 42","Fauré - Barcarolle no. 3 in G flat major, op. 42",false,false,openopus
"gabriel-faure-1845-barcarolle-no-4-in-a-flat-major-op-44-37","Barcarolle no. 4 in A flat major, op. 44","Barcarolle no. 4 in A flat major, op. 44","Fauré - Barcarolle no. 4 in A flat major, op. 44",false,false,openopus
"gabriel-faure-1845-barcarolle-no-5-in-f-sharp-minor-op-66-38","Barcarolle no. 5 in F sharp minor, op. 66","Barcarolle no. 5 in F sharp minor, op. 66","Fauré - Barcarolle no. 5 in F sharp minor, op. 66",false,false,openopus
"gabriel-faure-1845-barcarolle-no-6-in-e-flat-major-op-70-39","Barcarolle no. 6 in E flat major, op. 70","Barcarolle no. 6 in E flat major, op. 70","Fauré - Barcarolle no. 6 in E flat major, op. 70",false,false,openopus
"gabriel-faure-1845-barcarolle-no-7-in-d-minor-op-90-40","Barcarolle no. 7 in D minor, op. 90","Barcarolle no. 7 in D minor, op. 90","Fauré - Barcarolle no. 7 in D minor, op. 90",false,false,openopus
"gabriel-faure-1845-barcarolle-no-8-in-d-flat-major-op-96-41","Barcarolle no. 8 in D flat major, op. 96","Barcarolle no. 8 in D flat major, op. 96","Fauré - Barcarolle no. 8 in D flat major, op. 96",false,false,openopus
"gabriel-faure-1845-barcarolle-no-9-in-a-minor-op-101-42","Barcarolle no. 9 in A minor, op. 101","Barcarolle no. 9 in A minor, op. 101","Fauré - Barcarolle no. 9 in A minor, op. 101",false,false,openopus
"gabriel-faure-1845-berceuse-for-violin-and-orchestra-op-16-43","Berceuse for Violin and Orchestra, op. 16","Berceuse for Violin and Orchestra, op. 16","Fauré - Berceuse for Violin and Orchestra, op. 16",false,false,openopus
"gabriel-faure-1845-berceuse-for-violin-and-piano-op-16-44","Berceuse, for violin and piano, op. 16","Berceuse, for violin and piano, op. 16","Fauré - Berceuse, for violin and piano, op. 16",false,false,openopus
"gabriel-faure-1845-cantique-de-jean-racine-for-chorus-and-organ-op-11-45","Cantique de Jean Racine, for chorus and organ, op. 11","Cantique de Jean Racine, for chorus and organ, op. 11","Fauré - Cantique de Jean Racine, for chorus and organ, op. 11",false,false,openopus
"gabriel-faure-1845-cello-sonata-no-1-in-d-minor-op-109-46","Cello Sonata no. 1 in D minor, op. 109","Cello Sonata no. 1 in D minor, op. 109","Fauré - Cello Sonata no. 1 in D minor, op. 109",false,false,openopus
"gabriel-faure-1845-cello-sonata-no-2-in-g-minor-op-117-47","Cello Sonata no. 2 in G minor, op. 117","Cello Sonata no. 2 in G minor, op. 117","Fauré - Cello Sonata no. 2 in G minor, op. 117",false,false,openopus
"gabriel-faure-1845-chanson-op-94-48","Chanson, op. 94","Chanson, op. 94","Fauré - Chanson, op. 94",false,false,openopus
"gabriel-faure-1845-dolly-suite-op-56-49","Dolly Suite, op. 56","Dolly Suite, op. 56","Fauré - Dolly Suite, op. 56",false,false,openopus
"gabriel-faure-1845-elegie-for-cello-and-orchestra-op-24-50","Elégie for Cello and Orchestra, op. 24","Elégie for Cello and Orchestra, op. 24","Fauré - Elégie for Cello and Orchestra, op. 24",false,false,openopus
"gabriel-faure-1845-en-priere--51","En prière ","En prière ","Fauré - En prière ",false,false,openopus
"gabriel-faure-1845-fantaisie-for-flute-and-piano-or-orchestra-in-e-minor-op-79-52","Fantaisie for Flute and Piano or Orchestra in E minor, op. 79","Fantaisie for Flute and Piano or Orchestra in E minor, op. 79","Fauré - Fantaisie for Flute and Piano or Orchestra in E minor, op. 79",false,false,openopus
"gabriel-faure-1845-fantaisie-for-piano-and-orchestra-in-g-major-op-111-53","Fantaisie for Piano and Orchestra in G major, op. 111","Fantaisie for Piano and Orchestra in G major, op. 111","Fauré - Fantaisie for Piano and Orchestra in G major, op. 111",false,true,openopus
"gabriel-faure-1845-impromptu-for-harp-in-d-flat-major-op-86-54","Impromptu for Harp in D flat major, op. 86","Impromptu for Harp in D flat major, op. 86","Fauré - Impromptu for Harp in D flat major, op. 86",false,false,openopus
"gabriel-faure-1845-impromptu-no-1-in-e-flat-major-op-25-55","Impromptu no. 1 in E flat major, op. 25","Impromptu no. 1 in E flat major, op. 25","Fauré - Impromptu no. 1 in E flat major, op. 25",false,false,openopus
"gabriel-faure-1845-impromptu-no-2-in-f-minor-op-31-56","Impromptu no. 2 in F minor, op. 31","Impromptu no. 2 in F minor, op. 31","Fauré - Impromptu no. 2 in F minor, op. 31",false,false,openopus
"gabriel-faure-1845-impromptu-no-3-in-a-flat-major-op-34-57","Impromptu no. 3 in A flat major, op. 34","Impromptu no. 3 in A flat major, op. 34","Fauré - Impromptu no. 3 in A flat major, op. 34",false,false,openopus
"gabriel-faure-1845-impromptu-no-4-in-d-flat-major-op-91-58","Impromptu no. 4 in D flat major, op. 91","Impromptu no. 4 in D flat major, op. 91","Fauré - Impromptu no. 4 in D flat major, op. 91",false,false,openopus
"gabriel-faure-1845-impromptu-no-5-in-f-sharp-minor-op-102-59","Impromptu no. 5 in F sharp minor, op. 102","Impromptu no. 5 in F sharp minor, op. 102","Fauré - Impromptu no. 5 in F sharp minor, op. 102",false,false,openopus
"gabriel-faure-1845-lhorizon-chimerique-op-118-60","L'Horizon chimérique, op. 118","L'Horizon chimérique, op. 118","Fauré - L'Horizon chimérique, op. 118",false,false,openopus
"gabriel-faure-1845-la-bonne-chanson-op-61-61","La Bonne chanson, op. 61","La Bonne chanson, op. 61","Fauré - La Bonne chanson, op. 61",false,false,openopus
"gabriel-faure-1845-la-chanson-deve-op-95-62","La chanson d'Eve, op. 95","La chanson d'Eve, op. 95","Fauré - La chanson d'Eve, op. 95",false,false,openopus
"gabriel-faure-1845-la-naissance-de-venus-for-solo-voices-chorus-and-orchestra-op-29-63","La naissance de Venus, for solo voices, chorus and orchestra, op. 29","La naissance de Venus, for solo voices, chorus and orchestra, op. 29","Fauré - La naissance de Venus, for solo voices, chorus and orchestra, op. 29",false,false,openopus
"gabriel-faure-1845-le-don-silencieux-op-92-64","Le Don silencieux, op. 92","Le Don silencieux, op. 92","Fauré - Le Don silencieux, op. 92",false,false,openopus
"gabriel-faure-1845-le-jardin-clos-op-106-65","Le Jardin clos, op. 106","Le Jardin clos, op. 106","Fauré - Le Jardin clos, op. 106",false,false,openopus
"gabriel-faure-1845-le-ruisseau-for-2-part-womens-chorus-and-piano-op-22-66","Le ruisseau, for 2-part women's chorus and piano, op. 22","Le ruisseau, for 2-part women's chorus and piano, op. 22","Fauré - Le ruisseau, for 2-part women's chorus and piano, op. 22",false,false,openopus
"gabriel-faure-1845-les-djinns-for-chorus-and-orchestra-op-12-67","Les Djinns, for chorus and orchestra, op. 12","Les Djinns, for chorus and orchestra, op. 12","Fauré - Les Djinns, for chorus and orchestra, op. 12",false,false,openopus
"gabriel-faure-1845-madrigal-for-chorus-and-piano-or-orchestra-op-35-68","Madrigal, for chorus and piano or orchestra, op. 35","Madrigal, for chorus and piano or orchestra, op. 35","Fauré - Madrigal, for chorus and piano or orchestra, op. 35",false,false,openopus
"gabriel-faure-1845-maria-mater-gratiae-offertory-for-tenor-baritone-and-organ-op-47-no-2-69","Maria Mater gratiae, offertory for tenor, baritone, and organ, op. 47, no. 2","Maria Mater gratiae, offertory for tenor, baritone, and organ, op. 47, no. 2","Fauré - Maria Mater gratiae, offertory for tenor, baritone, and organ, op. 47, no. 2",false,false,openopus
"gabriel-faure-1845-masques-et-bergamasques-op-112-70","Masques et Bergamasques, op. 112","Masques et Bergamasques, op. 112","Fauré - Masques et Bergamasques, op. 112",false,false,openopus
"gabriel-faure-1845-mazurka-in-b-flat-major-op-32-71","Mazurka in B flat major, op. 32","Mazurka in B flat major, op. 32","Fauré - Mazurka in B flat major, op. 32",false,false,openopus
"gabriel-faure-1845-messe-basse-for-solo-voices-chorus-and-organ-72","Messe basse, for solo voices, chorus and organ","Messe basse, for solo voices, chorus and organ","Fauré - Messe basse, for solo voices, chorus and organ",false,false,openopus
"gabriel-faure-1845-messe-des-pecheurs-de-villerville-for-solo-voices-womens-chorus-organ-and-violin-or-small-orchestra--73","Messe des pêcheurs de Villerville, for solo voices, women's chorus, organ and violin or small orchestra ","Messe des pêcheurs de Villerville, for solo voices, women's chorus, organ and violin or small orchestra ","Fauré - Messe des pêcheurs de Villerville, for solo voices, women's chorus, organ and violin or small orchestra ",false,false,openopus
"gabriel-faure-1845-mirages-op-113-74","Mirages, op. 113","Mirages, op. 113","Fauré - Mirages, op. 113",false,false,openopus
"gabriel-faure-1845-morceau-de-concours-in-f-major-for-flute-and-piano-75","Morceau de Concours in F major, for flute and piano","Morceau de Concours in F major, for flute and piano","Fauré - Morceau de Concours in F major, for flute and piano",false,false,openopus
